"N_bikes" "temperature" "feels_like" "humidity" "wind_speed" "holiday" "weekend" "season"
"349" 29441 11.0833333333333 10.9166666666667 68.0625 6.60416666666667 0 0 0
"350" 34436 14.75 14.75 70.1041666666667 16.3541666666667 0 0 2
"351" 22672 4.79166666666667 1.72916666666667 65.7916666666667 14.6458333333333 0 0 0
"352" 19704 8.97916666666667 7 70.6875 15.8333333333333 0 1 0
"353" 20741 15.8958333333333 15.8958333333333 87.9375 13.75 0 0 2
"354" 22968 8.83333333333333 5.625 66.4583333333333 31.1666666666667 0 0 3
"355" 7890 9.02083333333333 6.10416666666667 75.3541666666667 24.8958333333333 0 1 3
"356" 20762 7.35416666666667 5.08333333333333 77.9375 12.6458333333333 0 0 3
"357" 40577 20.4375 20.1041666666667 58.9166666666667 18.4166666666667 0 0 1
"358" 23462 13.4791666666667 13.4791666666667 88.5416666666667 8.39583333333333 0 0 2
"359" 29463 17.1041666666667 17.1041666666667 78.1875 7.75 0 1 2
"360" 24077 7.25 4.54166666666667 79.1458333333333 15.0833333333333 0 0 0
"361" 22057 18.0625 18.0625 80.6875 20.375 0 0 1
"362" 25226 7.54166666666667 5.83333333333333 75.4791666666667 9.85416666666667 0 0 0
"363" 32188 21.25 21.25 69.25 15.2083333333333 0 1 1
"364" 29429 14.125 13.8541666666667 64.7083333333333 9.8125 0 1 2
"365" 23606 12.7708333333333 12.6041666666667 68.125 34.9375 0 0 3
"366" 21687 5.33333333333333 2.72916666666667 81.9166666666667 14.6666666666667 0 1 0
"367" 26920 18.9565217391304 18.9565217391304 81.4565217391304 20.0434782608696 0 0 1
"368" 25000 6.95833333333333 4.14583333333333 72.375 15.2916666666667 0 0 3
"369" 27873 19.0208333333333 19.0208333333333 82.5208333333333 9.4375 0 0 2
"370" 26348 8.83333333333333 6.91666666666667 60.5 15.7291666666667 0 0 0
"371" 40236 18.2391304347826 18.195652173913 64.8260869565217 14.695652173913 0 0 1
"372" 24485 6.6875 3.27083333333333 64.6666666666667 20.2083333333333 0 0 0
"373" 25324 7.875 4.625 65.6458333333333 22.2708333333333 0 0 3
"374" 11455 8.35416666666667 5.54166666666667 70.5416666666667 22.0208333333333 1 0 3
"375" 34267 14.1458333333333 14.1458333333333 73.7916666666667 16.1041666666667 0 0 0
"376" 20918 12.0217391304348 11.4782608695652 77.5217391304348 26.0652173913043 0 0 2
"377" 36184 12.9375 12.7291666666667 63.7708333333333 15.2708333333333 0 0 0
"378" 46021 24.6458333333333 24.7291666666667 62.6041666666667 14.4583333333333 0 0 1
"379" 29714 13.125 13.125 85.4166666666667 14.3125 0 0 3
"380" 25235 14.8541666666667 14.8541666666667 78.5 13.1458333333333 0 1 1
"381" 26245 4.39583333333333 1.52083333333333 72.9583333333333 12.4583333333333 0 0 3
"382" 10662 6.3125 3.3125 82.2083333333333 16.3125 0 1 0
"383" 26020 10.5 10.1666666666667 79.6041666666667 8.3125 0 1 2
"384" 8898 11.25 9.79166666666667 81.2916666666667 23.3333333333333 0 1 2
"385" 16078 12.5 12.5 84.9791666666667 23.6041666666667 0 0 0
"386" 17238 7.41666666666667 6.45833333333333 95.9375 6.20833333333333 0 1 3
"387" 11566 3.27083333333333 1.0625 98.6875 9 0 0 3
"388" 29396 15.5833333333333 15.5833333333333 71.6875 19.9375 0 0 2
"389" 36675 16.9583333333333 16.8958333333333 58.6458333333333 8.1875 0 0 1
"390" 17218 8.66666666666667 6.72916666666667 83.6875 13.6875 0 1 3
"391" 27674 8.91666666666667 7.39583333333333 65.4583333333333 10.625 0 0 0
"392" 27339 13.4166666666667 13.2708333333333 87.7916666666667 13.3958333333333 0 0 2
"393" 18597 7.27083333333333 5.04166666666667 65.5416666666667 12.8541666666667 0 1 0
"394" 12215 3.79166666666667 0.666666666666667 80.0833333333333 14.7083333333333 0 1 0
"395" 28768 9.04166666666667 7.9375 84.1458333333333 10.8125 0 0 2
"396" 28593 18.8541666666667 18.8541666666667 86.7708333333333 17.3125 0 0 1
"397" 18754 15.375 15.375 74.5416666666667 22.3333333333333 0 1 3
"398" 38553 20.7708333333333 20.7708333333333 67.5 16.625 0 1 1
"399" 40555 20.1875 20.0416666666667 62.2708333333333 19.2916666666667 0 0 2
"400" 30534 11.5208333333333 10.4583333333333 61.1875 18.6875 0 0 0
"401" 27439 13.0833333333333 13.0208333333333 79.8333333333333 22.6875 0 0 2
"402" 8990 9.30434782608696 7.82608695652174 85.9130434782609 10.7608695652174 0 1 2
"403" 32771 12.125 12 68.75 24.1041666666667 0 0 2
"404" 26795 14.6041666666667 14.6041666666667 67.2083333333333 18.8125 1 0 0
"405" 25439 9.25 7.77083333333333 73.5833333333333 13.3541666666667 1 0 0
"406" 19420 7.04166666666667 4.14583333333333 74.8125 17.1041666666667 0 1 2
"407" 38430 16.2291666666667 16.2291666666667 59.1041666666667 14.4375 0 0 1
"408" 21764 6.9375 2.9375 66.8541666666667 25.875 0 0 3
"409" 38591 19.6458333333333 19.6458333333333 65.5416666666667 21.9166666666667 0 0 1
"410" 25448 6.6875 3.29166666666667 68.5833333333333 20.9791666666667 0 0 0
"411" 28861 10.2916666666667 9.47916666666667 85.1666666666667 9.85416666666667 0 0 3
"412" 24288 12.4166666666667 11.9791666666667 68.2916666666667 25.1041666666667 0 0 0
"413" 24586 5.83333333333333 2.47916666666667 71.4791666666667 18.1041666666667 0 0 3
"414" 28331 10.9166666666667 9.5 63.125 24.2708333333333 0 0 0
"415" 31826 15.195652173913 15.195652173913 70.9565217391304 6.97826086956522 0 1 2
"416" 19869 2.16666666666667 -1.04166666666667 85.5 11.8333333333333 0 0 3
"417" 39082 19.2291666666667 19.1666666666667 62.9583333333333 23.8333333333333 0 0 1
"418" 24864 6.20833333333333 3.95833333333333 80.0208333333333 11.2083333333333 0 0 3
"419" 34530 17.625 17.625 59.5208333333333 16.1458333333333 0 0 1
"420" 18069 5.70833333333333 2.41666666666667 79.7083333333333 16.7916666666667 0 1 2
"421" 38770 18.375 18.3541666666667 64.5625 11.0625 0 0 1
"422" 23227 3.97916666666667 2.375 73.125 7.20833333333333 0 0 3
"423" 25593 17.8541666666667 17.8541666666667 83.6666666666667 12.5416666666667 0 0 1
"424" 72504 17.7916666666667 17.5416666666667 48.9791666666667 12.9791666666667 0 0 1
"425" 15609 9.89583333333333 7.89583333333333 84.9583333333333 21.375 0 0 0
"426" 44664 24.9791666666667 25.0416666666667 59 19.0416666666667 0 0 1
"427" 36842 19.625 19.625 66.1875 23.125 0 0 1
"428" 23129 5.4375 2.625 71.3958333333333 15 0 0 0
"429" 24174 3.14583333333333 1.16666666666667 69.2708333333333 8.58333333333333 0 0 3
"430" 22186 4.47916666666667 -0.208333333333333 73.0208333333333 25.9375 0 0 3
"431" 29709 14.2916666666667 14.2916666666667 65.3333333333333 13.125 0 0 2
"432" 18451 11.3541666666667 11.0833333333333 69.0416666666667 23.1666666666667 0 0 3
"433" 34563 19.8333333333333 19.8333333333333 63.5 19.452380952381 0 0 1
"434" 30745 12.1666666666667 11.6041666666667 66.5 12.8958333333333 0 0 0
"435" 19044 8.64583333333333 7.5 83.5208333333333 8.33333333333333 0 1 2
"436" 18136 10.875 9.6875 77.5416666666667 22.6041666666667 0 0 3
"437" 28901 11.375 11.2916666666667 83.25 20.0208333333333 0 0 1
"438" 14670 13.2083333333333 13.2083333333333 79.1875 30.7916666666667 0 1 3
"439" 14881 15.7708333333333 15.7708333333333 83.6458333333333 22.8958333333333 0 1 2
"440" 24436 6.22916666666667 2.54166666666667 68.2083333333333 22.125 0 0 3
"441" 27001 19.5 19.5 68 16.8541666666667 0 1 1
"442" 38989 19.8125 19.8125 63.125 15.3333333333333 0 0 1
"443" 22317 13.4375 13.4375 71.4791666666667 11.2916666666667 0 1 2
"444" 26030 9.85416666666667 8 71.3125 18.6458333333333 0 0 0
"445" 38491 18.7083333333333 18.4583333333333 53.9583333333333 17.5833333333333 0 1 1
"446" 23115 11.5416666666667 11.375 77.8958333333333 22.4375 0 0 3
"447" 22104 12.7291666666667 12.3333333333333 74.8541666666667 32.9166666666667 0 0 3
"448" 10230 14.7291666666667 14.7291666666667 74.0833333333333 27.4166666666667 0 1 3
"449" 15815 11.675 11.2 73.075 23.375 0 1 3
"450" 23034 2.41666666666667 0.791666666666667 80 6.1875 0 0 3
"451" 25804 14.3125 14.3125 72.4583333333333 18.9375 0 0 3
"452" 20372 8.04166666666667 6.70833333333333 80.3125 8.85416666666667 0 0 3
"453" 25194 14.1458333333333 14.1458333333333 75.1458333333333 18.3958333333333 0 1 0
"454" 21762 7.60416666666667 5.39583333333333 64.5416666666667 13.6875 0 1 0
"455" 33420 14.5625 14.5625 74.7708333333333 13.5 0 0 2
"456" 24371 17.9375 17.9375 70.0833333333333 26.2291666666667 0 1 1
"457" 25830 8.08333333333333 5.54166666666667 78.7083333333333 18.0416666666667 0 0 2
"458" 33673 11.9583333333333 11.7083333333333 69.9583333333333 18.625 0 0 2
"459" 22682 9.0625 7.125 66.3541666666667 14.8125 0 0 0
"460" 38076 21.6458333333333 21.6458333333333 64.6875 24.4375 0 1 1
"461" 38262 22.2916666666667 22.2916666666667 64.5625 15.2083333333333 0 0 1
"462" 37221 17.4583333333333 17.4583333333333 71.9375 15.5208333333333 0 0 1
"463" 27562 9.58333333333333 8.45833333333333 73.8958333333333 18.2708333333333 0 0 3
"464" 23430 12.2708333333333 11.7083333333333 73.75 20.75 0 0 3
"465" 32820 15.2708333333333 15.2291666666667 51.1875 23.7916666666667 0 1 1
"466" 31762 12.5625 12.3541666666667 58.9166666666667 7.02083333333333 0 0 0
"467" 25892 16.6458333333333 16.6458333333333 87.2291666666667 12.4166666666667 0 0 2
"468" 26000 8.9375 6.9375 76.6666666666667 16.1666666666667 0 0 2
"469" 30298 17.4583333333333 17.4583333333333 77.3541666666667 18.3333333333333 0 1 1
"470" 23559 5.5 4.3695652173913 79.6086956521739 6.47826086956522 0 0 3
"471" 28033 10.5 10.0416666666667 95 9.16666666666667 0 0 2
"472" 17594 15.5208333333333 15.5208333333333 72.4791666666667 34.0625 0 1 2
"473" 28628 18.1666666666667 18.1666666666667 73.5 7.0625 0 1 1
"474" 33739 17.5833333333333 17.5833333333333 63.2916666666667 13.5 0 1 1
"475" 40664 25.4791666666667 25.5625 60.1041666666667 6.8125 0 0 1
"476" 35674 15.9791666666667 15.9791666666667 67 20.2291666666667 0 0 0
"477" 30760 13.875 13.75 76.9166666666667 14.25 0 1 0
"478" 28152 16.2083333333333 16.2083333333333 79.3333333333333 20.1041666666667 0 0 1
"479" 21640 1.25 -2.39583333333333 64.8541666666667 12.625 0 0 3
"480" 23908 5.04166666666667 2.72916666666667 74.9583333333333 11.1458333333333 0 0 2
"481" 16091 3.10416666666667 0.5625 75.625 9.5625 0 1 3
"482" 34809 14.9166666666667 14.9166666666667 60.0625 14.6041666666667 0 0 0
"483" 22618 18.2916666666667 18.2708333333333 72.7291666666667 7.77083333333333 0 1 1
"484" 13697 4.4375 1.0625 72.875 15.9791666666667 0 1 3
"485" 16198 4.8125 1.625 76.3333333333333 16.2083333333333 0 1 3
"486" 22799 6.1875 1.83333333333333 77.9583333333333 27.8125 0 0 3
"487" 20463 9.04166666666667 7.1875 73.2708333333333 16.9166666666667 0 0 3
"488" 32436 14.3958333333333 14.3958333333333 84.9583333333333 12.2291666666667 0 0 2
"489" 42779 20.8333333333333 20.3333333333333 47.2291666666667 12.8541666666667 0 0 1
"490" 27814 7.33333333333333 5.66666666666667 74.2708333333333 9.47916666666667 0 0 2
"491" 40267 18.1041666666667 18.0416666666667 70.25 9.35416666666667 0 0 2
"492" 30273 12.875 12.875 65.5 7.52083333333333 0 0 2
"493" 18083 7.95833333333333 4.60416666666667 76.0625 24.2291666666667 0 0 3
"494" 32102 13.0208333333333 12.6875 68.6458333333333 14.1666666666667 0 0 0
"495" 23418 8.29166666666667 6.375 67.0833333333333 20.375 0 1 0
"496" 14998 13.8541666666667 13.8541666666667 72.875 22.3333333333333 0 1 0
"497" 23517 5.27083333333333 2.5625 71.9583333333333 13.2083333333333 0 0 3
"498" 32992 11.8333333333333 11.8333333333333 79.0625 5.1875 0 0 2
"499" 21461 8.29166666666667 6.41666666666667 80.1041666666667 12.6041666666667 0 0 3
"500" 14832 12.3125 12.0625 89.1875 15.1041666666667 0 1 3
